0	20.5024036562
0.5	20.4994670257
1	20.4950619991
1.5	20.4950619991
2	20.5038719554
2.5	20.5009353464
3	20.4979986943
3.5	20.4979986943
4	20.4935936353
4.5	20.496530352
5	20.4935936353
5.5	20.496530352
6	20.4979986943
6.5	20.496530352
7	20.496530352
7.5	20.496530352
8	20.496530352
8.5	20.4979986943
9	20.4979986943
9.5	20.4935936353
10	20.4950619991
10.5	20.4979986943
11	20.4979986943
11.5	20.4950619991
12	20.4994670257
12.5	20.4950619991
13	20.5009353464
13.5	20.496530352
14	20.4935936353
14.5	20.5024036562
15	20.496530352
15.5	20.496530352
16	20.496530352
16.5	20.4950619991
17	20.4994670257
17.5	20.5009353464
18	20.496530352
18.5	20.4950619991
19	20.4979986943
19.5	20.4994670257
20	20.4979986943
20.5	20.5024036562
21	20.4979986943
21.5	20.496530352
22	20.5009353464
22.5	20.5009353464
23	20.5009353464
23.5	20.5009353464
24	20.4979986943
24.5	20.4994670257
25	20.4994670257
25.5	20.5009353464
26	20.5009353464
26.5	20.4950619991
27	20.4979986943
27.5	20.5024036562
28	20.4979986943
28.5	20.4935936353
29	20.496530352
29.5	20.4935936353
30	20.4935936353
30.5	20.4935936353
31	20.4921252608
31.5	20.4921252608
32	20.4906568754
32.5	20.4921252608
33	20.4906568754
33.5	20.4906568754
34	20.4921252608
34.5	20.4935936353
35	20.4921252608
35.5	20.4921252608
36	20.4906568754
36.5	20.4891884793
37	20.4921252608
37.5	20.4906568754
38	20.4906568754
38.5	20.4921252608
39	20.4921252608
39.5	20.4921252608
40	20.4891884793
40.5	20.4935936353
41	20.4935936353
41.5	20.5038719554
42	20.5170861637
42.5	20.543511975
43	20.5508518635
43.5	20.5758054939
44	20.5860796265
44.5	20.5978208575
45	20.6124964464
45.5	20.6168989177
46	20.6154314378
46.5	20.6227687323
47	20.619833846
47.5	20.6183663871
48	20.6139639474
48.5	20.6080938804
49	20.6110289349
49.5	20.6022236449
50	20.6022236449
50.5	20.5963532406
51	20.5948856132
51.5	20.5934179751
52	20.5890149977
52.5	20.5890149977
53	20.5860796265
53.5	20.5890149977
54	20.5890149977
54.5	20.5890149977
55	20.5890149977
55.5	20.5904826674
56	20.6007560596
56.5	20.6183663871
57	20.6433117612
57.5	20.6653198752
58	20.6843916789
58.5	20.7019948654
59	20.7210633056
59.5	20.7430631917
60	20.7679936108
60.5	20.7855897802
61	20.8031844879
61.5	20.8090490667
62	20.8369036125
62.5	20.8530282707
63	20.8706174264
63.5	20.8779458174
64	20.8882051469
64.5	20.904325968
65	20.9116532179
65.5	20.9307029129
66	20.948285771
66.5	20.967332275
67	20.974657414
67.5	20.996631371
68	21.0317851688
68.5	21.0713265698
69	21.090362539
69.5	21.1006120111
70	21.1372134868
70.5	21.1899093084
71	21.2382032392
71.5	21.3025796149
72	21.3859502905
72.5	21.4707540422
73	21.5219145424
73.5	21.5657580296
74	21.6081328056
74.5	21.6534221716
75	21.685558166
75.5	21.7060062669
76	21.73667541
76.5	21.7439770575
77	21.7512785022
77.5	21.7600399687
78	21.7600399687
78.5	21.7644205928
79	21.770261312
79.5	21.8038429512
80	21.8155225291
80.5	21.828661445
81	21.8476387448
81.5	21.8651550677
82	21.8782915669
82.5	21.8870488804
83	21.8885084053
83.5	21.8870488804
84	21.8812107027
84.5	21.8768319873
85	21.8885084053
85.5	21.9074815191
86	21.9264533196
86.5	21.929371942
87	21.9366683628
87.5	21.9395868771
88	21.954178987
88.5	21.9585564701
89	21.9643930071
89.5	21.9935738589
90	22.0139986467
90.5	22.0548437914
91	22.0781812422
91.5	22.0956830836
92	22.1088087669
92.5	22.1219338547
93	22.1277670364
93.5	22.1423494791
94	22.1715121826
94.5	22.2123351187
95	22.2327444839
95.5	22.2604406847
96	22.2735590495
96.5	22.2997940773
97	22.3129107446
97.5	22.3216548775
98	22.3318560513
98.5	22.3376851418
99	22.3449713501
99.5	22.3843139188
100	22.4149102721
100.5	22.4542440891
101	22.489203416
101.5	22.5110510714
102	22.5299845183
102.5	22.5518294417
103	22.5722167293
103.5	22.5896905487
104	22.6086194858
104.5	22.6260914022
105	22.6319151728
105.5	22.6624883253
106	22.6683114714
106.5	22.6930587374
107	22.7134375032
107.5	22.7338150714
108	22.7585576631
108.5	22.7716559772
109	22.7934854233
109.5	22.8036720395
110	22.8211341353
110.5	22.8502357456
111	22.8953386403
111.5	22.9564370051
112	22.9898914214
112.5	23.0247972489
113	23.0582457058
113.5	23.0931453928
114	23.1091400524
114.5	23.1367656815
115	23.1760198982
115.5	23.2050946617
116	23.2545170781
116.5	23.2995736387
117	23.366423068
117.5	23.4042030275
118	23.4579613356
118.5	23.4986390999
119	23.5552915183
119.5	23.5857938773
120	23.6133895963
120.5	23.6526019036
121	23.6743851872
121.5	23.7135927385
122	23.7339214014
122.5	23.7397294445
123	23.7382774398
123.5	23.7339214014
124	23.7339214014
124.5	23.736825431
125	23.7513453369
125.5	23.7731244431
126	23.8137763889
126.5	23.8747486026
127	23.9415200644
127.5	23.992319262
128	24.0445653425
128.5	24.1084156287
129	24.1853177147
129.5	24.2535064696
130	24.3115341805
130.5	24.3637551359
131	24.4232245802
131.5	24.4783385614
132	24.5160459712
132.5	24.5552018733
133	24.5813048206
133.5	24.6074069974
134	24.6219078799
134.5	24.6306082988
135	24.6349584775
135.5	24.6552590419
136	24.6900589955
136.5	24.7147082058
137	24.7321072793
137.5	24.7567554544
138	24.794451531
138.5	24.8190982459
139	24.8596916368
139.5	24.89303513
140	24.9191293835
140.5	24.9524712335
141	25.0119045598
141.5	25.0814817722
142	25.1814934411
142.5	25.201784933
143	25.2104812163
143.5	25.2177280873
144	25.2278736592
144.5	25.2423672387
145	25.2742527347
145.5	25.3075870411
146	25.3597614696
146.5	25.3974423008
147	25.4568610117
147.5	25.5133801985
148	25.5670001726
148.5	25.6423569461
149	25.7017722483
149.5	25.7669837901
150	25.8321951867
150.5	25.8814660786
151	25.940881217
151.5	25.9800084895
152	26.0176868367
152.5	26.0524670954
153	26.1031888107
153.5	26.1568096798
154	26.210431479
154.5	26.2539093933
155	26.2886922823
155.5	26.322026388
156	26.346664977
156.5	26.3800000216
157	26.4046393425
157.5	26.4394248377
158	26.4829077012
158.5	26.572776094
159	26.6365570707
159.5	26.704690178
160	26.7945737887
160.5	26.9192633048
161	27.0280170279
161.5	27.1208306084
162	27.2035013937
162.5	27.2702245029
163	27.3064895404
163.5	27.3703204064
164	27.4065905186
164.5	27.4457643976
165	27.4907446465
165.5	27.5487882793
166	27.5923245046
166.5	27.6344124528
167	27.67650335
167.5	27.6968241689
168	27.738919563
168.5	27.8027944104
169	27.8231197682
169.5	27.8550611502
170	27.892812509
170.5	27.9320187052
171	27.9697756263
171.5	28.0322259386
172	28.088873733
172.5	28.2036423828
173	28.2574045585
173.5	28.319893008
174	28.372215754
174.5	28.4550731743
175	28.5175905234
175.5	28.545217512
176	28.5641212777
176.5	28.5844801771
177	28.6077487672
177.5	28.6339275723
178	28.6848358383
178.5	28.7502992553
179	28.8376016003
179.5	28.9394807682
180	29.0239171455
180.5	29.0879861121
181	29.1229379287
181.5	29.1433281735
182	29.1564368482
182.5	29.1811990962
183	29.2117903329
183.5	29.2452983177
184	29.2817239884
184.5	29.3006669764
185	29.3094102746
185.5	29.3268975952
186	29.3443858856
186.5	29.3677051228
187	29.3793653946
187.5	29.3939413497
188	29.4507941572
188.5	29.5018249303
189	29.5732825865
189.5	29.6432986953
190	29.6958218572
190.5	29.755651654
191	29.7819223943
191.5	29.8198733733
192	29.8578295426
192.5	29.8914105196
193	29.9454407805
193.5	29.9804932238
194	30.0257761098
194.5	30.0520729532
195	30.0769112772
195.5	30.1017519627
196	30.1455942692
196.5	30.1894440484
197	30.2493843027
197.5	30.3210389811
198	30.3956403782
198.5	30.4585573329
199	30.5273458705
199.5	30.6239763099
200	30.7206469315
200.5	30.79830601
201	30.8745259231
201.5	30.9566382781
202	31.0402487085
202.5	31.12976265
203	31.185544586
203.5	31.2398728835
204	31.3250649174
204.5	31.4088228089
205	31.4940859817
205.5	31.5735019265
206	31.6720814414
206.5	31.7648217117
207	31.847295613
207.5	31.907701338
208	31.9784452908
208.5	32.0551154252
209	32.1288673369
209.5	32.187890734
210	32.2676035083
210.5	32.3281503575
211	32.3916733839
211.5	32.434527716
212	32.4759144963
212.5	32.5394923956
213	32.5838632587
213.5	32.6474820116
214	32.7126055093
214.5	32.7747928913
215	32.8310780868
215.5	32.8888648204
216	32.9674288629
216.5	33.059383283
217	33.1543604635
217.5	33.2538520239
218	33.3504354496
218.5	33.4084150481
219	33.4649295103
219.5	33.5095613042
220	33.5467647164
220.5	33.5780228212
221	33.6346020005
221.5	33.6792852374
222	33.7478262357
222.5	33.8536818405
223	33.9491684013
223.5	33.9999219246
224	34.0282921924
224.5	34.0686177593
225	34.1059666811
225.5	34.1507986993
226	34.195645318
226.5	34.2390110061
227	34.2853826891
227.5	34.3751794595
228	34.4380728986
228.5	34.4965005037
229	34.5459593593
229.5	34.6644364523
230	34.7604969191
230.5	34.8220732406
231	34.880673313
231.5	34.9588487391
232	34.9648642326
232.5	35.0175120479
233	35.0400821482
233.5	35.0762027699
234	35.1078168867
234.5	35.1273915537
235	35.1770949639
235.5	35.2358611429
236	35.3082273607
236.5	35.3911997937
